2024-12-05T12:13:49.316Z,Message is not defined,ReferenceError: Message is not defined     at D:\Averox\IMVC\rest\instant messaging\Controllers.js:114:17     at Array.map (<anonymous>)     at getAllChats (D:\Averox\IMVC\rest\instant messaging\Controllers.js:104:56)     at process.processTicksAndRejections (node:internal/process/task_queues:95:5)
2024-12-05T12:13:53.758Z,Message is not defined,ReferenceError: Message is not defined     at D:\Averox\IMVC\rest\instant messaging\Controllers.js:114:17     at Array.map (<anonymous>)     at getAllChats (D:\Averox\IMVC\rest\instant messaging\Controllers.js:104:56)     at process.processTicksAndRejections (node:internal/process/task_queues:95:5)
2024-12-05T12:14:10.108Z,Message is not defined,ReferenceError: Message is not defined     at D:\Averox\IMVC\rest\instant messaging\Controllers.js:114:17     at Array.map (<anonymous>)     at getAllChats (D:\Averox\IMVC\rest\instant messaging\Controllers.js:104:56)     at process.processTicksAndRejections (node:internal/process/task_queues:95:5)
